2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
2143.681708,2445.752434,2555.102482,2867.0603,2483.08173,2219.855751,2243.039094,2258.070962,2053.100338,2043.168295,1925.048885,2143.205254,2170.616941
