week,alerts,above_ground_carbon_loss,cumulative_emissions,2001_2013_average,2020_target,percent_to_emissions_target,area,cumulative_deforestation,2001_2013_average_deforestation,2020_target_deforestation,percent_to_deforestation_target
41,20296,1.02E+00,75.83709804,82,41.04496782,,1559.554478,129786.00,201629.00,100815.00,
42,27067,0.8346403181,76.67173835,82,41.04496782,,2079.676199,131865.00,201629.00,100815.00,
43,14939,0.629817251,77.30155561,82,41.04496782,,1148.162409,133013.00,201629.00,100815.00,
44,10756,0.4873891338,77.78894474,82,41.04496782,,826.055294,133840.00,201629.00,100815.00,
45,129419,4.676868225,82.46581296,82,41.04496782,,9952.540616,143792.00,201629.00,100815.00,
46,13845,0.6130566198,83.07886958,82,41.04496782,,1064.753713,144857.00,201629.00,100815.00,
47,31208,1.199280858,84.27815044,82,41.04496782,,2400.077872,147257.00,201629.00,100815.00,
48,27284,1.177761739,85.45591218,82,41.04496782,,2096.558157,149353.00,201629.00,100815.00,
49,7910,0.3694860719,85.82539825,82,41.04496782,,607.8477039,149961.00,201629.00,100815.00,
50,2201,9.10E-02,85.9163905,82,41.04496782,,169.1434874,150130.00,201629.00,100815.00,
51,2271,9.36E-02,86.00998294,82,41.04496782,,174.6712791,150305.00,201629.00,100815.00,
52,1015,5.08E-02,86.06079395,82,41.04496782,,78.07287465,150383.00,201629.00,100815.00,
